Time Stamp, Pressure [Pa], SystemState, Alarm State 
Thu 2020-05-07 02:02:58.250 CEST,11384845,13,1
Thu 2020-05-07 02:02:58.500 CEST,11391871,13,1
Thu 2020-05-07 02:02:58.750 CEST,11400330,13,1
Thu 2020-05-07 02:02:59.0 CEST,11408742,13,1
Thu 2020-05-07 02:02:59.250 CEST,11416170,13,1
Thu 2020-05-07 02:02:59.500 CEST,11424536,13,1
Thu 2020-05-07 02:02:59.750 CEST,11433833,13,1
Thu 2020-05-07 02:03:00.0 CEST,11442935,13,1
Thu 2020-05-07 02:03:00.250 CEST,11452185,13,1
Thu 2020-05-07 02:03:00.500 CEST,11459260,13,1
Thu 2020-05-07 02:03:00.750 CEST,11467935,13,1
Thu 2020-05-07 02:03:01.0 CEST,11476436,13,1
Thu 2020-05-07 02:03:01.250 CEST,11484889,13,1
Thu 2020-05-07 02:03:01.500 CEST,11494009,13,1
Thu 2020-05-07 02:03:01.750 CEST,11501318,13,1
Thu 2020-05-07 02:03:02.0 CEST,11510630,13,1
Thu 2020-05-07 02:03:02.250 CEST,11519981,13,1
Thu 2020-05-07 02:03:02.500 CEST,11529294,13,1
Thu 2020-05-07 02:03:02.750 CEST,11536690,13,1
Thu 2020-05-07 02:03:03.0 CEST,11545278,13,1
Thu 2020-05-07 02:03:03.250 CEST,11552609,13,1
Thu 2020-05-07 02:03:03.500 CEST,11560702,13,1
Thu 2020-05-07 02:03:03.750 CEST,11570118,13,1
Thu 2020-05-07 02:03:04.0 CEST,11577656,13,1
Thu 2020-05-07 02:03:04.250 CEST,11585319,13,1
Thu 2020-05-07 02:03:04.500 CEST,11594919,13,1
Thu 2020-05-07 02:03:04.750 CEST,11603677,13,1
Thu 2020-05-07 02:03:05.0 CEST,11612729,13,1
Thu 2020-05-07 02:03:05.250 CEST,11621135,13,1
Thu 2020-05-07 02:03:05.500 CEST,11630624,13,1
Thu 2020-05-07 02:03:05.750 CEST,11638870,13,1
Thu 2020-05-07 02:03:06.0 CEST,11647127,13,1
Thu 2020-05-07 02:03:06.250 CEST,11656415,13,1
Thu 2020-05-07 02:03:06.500 CEST,11665877,13,1
Thu 2020-05-07 02:03:06.750 CEST,11675721,13,1
Thu 2020-05-07 02:03:07.0 CEST,11683192,13,1
Thu 2020-05-07 02:03:07.250 CEST,11691757,13,1
Thu 2020-05-07 02:03:07.500 CEST,11701616,13,1
Thu 2020-05-07 02:03:07.750 CEST,11711291,13,1
Thu 2020-05-07 02:03:08.0 CEST,11719790,13,1
Thu 2020-05-07 02:03:08.250 CEST,11729355,13,1
Thu 2020-05-07 02:03:08.500 CEST,11737916,13,1
Thu 2020-05-07 02:03:08.750 CEST,11747510,13,1
Thu 2020-05-07 02:03:09.0 CEST,11756140,13,1
Thu 2020-05-07 02:03:09.250 CEST,11764415,13,1
Thu 2020-05-07 02:03:09.500 CEST,11774294,13,1
Thu 2020-05-07 02:03:09.750 CEST,11782357,13,1
Thu 2020-05-07 02:03:10.0 CEST,11790085,13,1
Thu 2020-05-07 02:03:10.250 CEST,11799362,13,1
Thu 2020-05-07 02:03:10.500 CEST,11807725,13,1
Thu 2020-05-07 02:03:10.750 CEST,11816490,13,1
Thu 2020-05-07 02:03:11.0 CEST,11825965,13,1
Thu 2020-05-07 02:03:11.250 CEST,11834834,13,1
Thu 2020-05-07 02:03:11.500 CEST,11843445,13,1
Thu 2020-05-07 02:03:11.750 CEST,11853270,13,1
Thu 2020-05-07 02:03:12.0 CEST,11862596,13,1
Thu 2020-05-07 02:03:12.250 CEST,11870745,13,1
Thu 2020-05-07 02:03:12.500 CEST,11879248,13,1
Thu 2020-05-07 02:03:12.750 CEST,11887963,13,1
Thu 2020-05-07 02:03:13.0 CEST,11896802,13,1
Thu 2020-05-07 02:03:13.250 CEST,11905094,13,1
Thu 2020-05-07 02:03:13.500 CEST,11914302,13,1
Thu 2020-05-07 02:03:13.750 CEST,11924063,13,1
Thu 2020-05-07 02:03:14.0 CEST,11933853,13,1
Thu 2020-05-07 02:03:14.250 CEST,11942750,13,1
Thu 2020-05-07 02:03:14.500 CEST,11952563,13,1
Thu 2020-05-07 02:03:14.750 CEST,11962416,13,1
Thu 2020-05-07 02:03:15.0 CEST,11972450,13,1
Thu 2020-05-07 02:03:15.250 CEST,11981838,13,1
Thu 2020-05-07 02:03:15.500 CEST,11991064,13,1
Thu 2020-05-07 02:03:15.750 CEST,11999712,13,1
Thu 2020-05-07 02:03:16.0 CEST,12008326,13,1
Thu 2020-05-07 02:03:16.250 CEST,12018593,13,1
Thu 2020-05-07 02:03:16.500 CEST,12028859,13,1
Thu 2020-05-07 02:03:16.750 CEST,12038546,13,1
Thu 2020-05-07 02:03:17.0 CEST,12049074,13,1
Thu 2020-05-07 02:03:17.250 CEST,12059222,13,1
Thu 2020-05-07 02:03:17.500 CEST,12068921,13,1
Thu 2020-05-07 02:03:17.750 CEST,12079544,13,1
Thu 2020-05-07 02:03:18.0 CEST,12088916,13,1
Thu 2020-05-07 02:03:18.250 CEST,12099306,13,1
Thu 2020-05-07 02:03:18.500 CEST,12108603,13,1
Thu 2020-05-07 02:03:18.750 CEST,12119304,13,1
Thu 2020-05-07 02:03:19.0 CEST,12127998,13,1
Thu 2020-05-07 02:03:19.250 CEST,12137723,13,1
Thu 2020-05-07 02:03:19.500 CEST,12147646,13,1
Thu 2020-05-07 02:03:19.750 CEST,12157445,13,1
Thu 2020-05-07 02:03:20.0 CEST,12167078,13,1
Thu 2020-05-07 02:03:20.250 CEST,12177682,13,1
Thu 2020-05-07 02:03:20.500 CEST,12187918,13,1
Thu 2020-05-07 02:03:20.750 CEST,12198530,13,1
Thu 2020-05-07 02:03:21.0 CEST,12209110,13,1
Thu 2020-05-07 02:03:21.250 CEST,12218255,13,1
Thu 2020-05-07 02:03:21.500 CEST,12228310,13,1
Thu 2020-05-07 02:03:21.750 CEST,12238344,13,1
Thu 2020-05-07 02:03:22.0 CEST,12247993,13,1
Thu 2020-05-07 02:03:22.250 CEST,12257048,13,1
Thu 2020-05-07 02:03:22.500 CEST,12266539,13,1
Thu 2020-05-07 02:03:22.750 CEST,12275808,13,1
Thu 2020-05-07 02:03:23.0 CEST,12285783,13,1
Thu 2020-05-07 02:03:23.250 CEST,12296012,13,1
Thu 2020-05-07 02:03:23.500 CEST,12305422,13,1
Thu 2020-05-07 02:03:23.750 CEST,12315922,13,1
Thu 2020-05-07 02:03:24.0 CEST,12325907,13,1
Thu 2020-05-07 02:03:24.250 CEST,12335054,13,1
Thu 2020-05-07 02:03:24.500 CEST,12344255,13,1
Thu 2020-05-07 02:03:24.750 CEST,12354200,13,1
Thu 2020-05-07 02:03:25.0 CEST,12364872,13,1
Thu 2020-05-07 02:03:25.250 CEST,12375565,13,1
Thu 2020-05-07 02:03:25.500 CEST,12385506,13,1
Thu 2020-05-07 02:03:25.750 CEST,12394468,13,1
Thu 2020-05-07 02:03:26.0 CEST,12404449,13,1
Thu 2020-05-07 02:03:26.250 CEST,12414966,13,1
Thu 2020-05-07 02:03:26.500 CEST,12426325,13,1
Thu 2020-05-07 02:03:26.750 CEST,12436677,13,1
Thu 2020-05-07 02:03:27.0 CEST,12445740,13,1
Thu 2020-05-07 02:03:27.250 CEST,12455824,13,1
Thu 2020-05-07 02:03:27.500 CEST,12467157,13,1
Thu 2020-05-07 02:03:27.750 CEST,12477451,13,1
Thu 2020-05-07 02:03:28.0 CEST,12487317,13,1
Thu 2020-05-07 02:03:28.250 CEST,12498044,13,1
Thu 2020-05-07 02:03:28.500 CEST,12508089,13,1
Thu 2020-05-07 02:03:28.750 CEST,12517654,13,1
Thu 2020-05-07 02:03:29.0 CEST,12528590,13,1
Thu 2020-05-07 02:03:29.250 CEST,12540171,13,1
Thu 2020-05-07 02:03:29.500 CEST,12551230,13,1
Thu 2020-05-07 02:03:29.750 CEST,12560856,13,1
Thu 2020-05-07 02:03:30.0 CEST,12570512,13,1
Thu 2020-05-07 02:03:30.250 CEST,12582027,13,1
Thu 2020-05-07 02:03:30.500 CEST,12591868,13,1
Thu 2020-05-07 02:03:30.750 CEST,12602861,13,1
Thu 2020-05-07 02:03:31.0 CEST,12613547,13,1
Thu 2020-05-07 02:03:31.250 CEST,12623684,13,1
Thu 2020-05-07 02:03:31.500 CEST,12634078,13,1
Thu 2020-05-07 02:03:31.750 CEST,12645595,13,1
Thu 2020-05-07 02:03:32.0 CEST,12655705,13,1
Thu 2020-05-07 02:03:32.250 CEST,12666542,13,1
Thu 2020-05-07 02:03:32.500 CEST,12676824,13,1
Thu 2020-05-07 02:03:32.750 CEST,12686407,13,1
Thu 2020-05-07 02:03:33.0 CEST,12696718,13,1
Thu 2020-05-07 02:03:33.250 CEST,12707667,13,1
Thu 2020-05-07 02:03:33.500 CEST,12717354,13,1
Thu 2020-05-07 02:03:33.750 CEST,12728768,13,1
Thu 2020-05-07 02:03:34.0 CEST,12738937,13,1
Thu 2020-05-07 02:03:34.250 CEST,12750631,13,1
Thu 2020-05-07 02:03:34.500 CEST,12760621,13,1
Thu 2020-05-07 02:03:34.750 CEST,12770894,13,1
Thu 2020-05-07 02:03:35.0 CEST,12781292,13,1
Thu 2020-05-07 02:03:35.250 CEST,12791216,13,1
Thu 2020-05-07 02:03:35.500 CEST,12802765,13,1
Thu 2020-05-07 02:03:35.750 CEST,12813554,13,1
Thu 2020-05-07 02:03:36.0 CEST,12825147,13,1
Thu 2020-05-07 02:03:36.250 CEST,12837227,13,1
Thu 2020-05-07 02:03:36.500 CEST,12848481,13,1
Thu 2020-05-07 02:03:36.750 CEST,12859053,13,1
Thu 2020-05-07 02:03:37.0 CEST,12871172,13,1
Thu 2020-05-07 02:03:37.250 CEST,12881488,13,1
Thu 2020-05-07 02:03:37.500 CEST,12892505,13,1
Thu 2020-05-07 02:03:37.750 CEST,12904643,13,1
Thu 2020-05-07 02:03:38.0 CEST,12916816,13,1
Thu 2020-05-07 02:03:38.250 CEST,12927996,13,1
Thu 2020-05-07 02:03:38.500 CEST,12939463,13,1
Thu 2020-05-07 02:03:38.750 CEST,12950637,13,1
Thu 2020-05-07 02:03:39.0 CEST,12962650,13,1
Thu 2020-05-07 02:03:39.250 CEST,12974751,13,1
Thu 2020-05-07 02:03:39.500 CEST,12985261,13,1
Thu 2020-05-07 02:03:39.750 CEST,12995618,13,1
Thu 2020-05-07 02:03:40.0 CEST,13006768,13,1
Thu 2020-05-07 02:03:40.250 CEST,13018153,13,1
Thu 2020-05-07 02:03:40.500 CEST,13030631,13,1
Thu 2020-05-07 02:03:40.750 CEST,13042208,13,1
Thu 2020-05-07 02:03:41.0 CEST,13052674,13,1
Thu 2020-05-07 02:03:41.250 CEST,13064915,13,1
Thu 2020-05-07 02:03:41.500 CEST,13075559,13,1
Thu 2020-05-07 02:03:41.750 CEST,13086228,13,1
Thu 2020-05-07 02:03:42.0 CEST,13098210,13,1
Thu 2020-05-07 02:03:42.250 CEST,13108836,13,1
Thu 2020-05-07 02:03:42.500 CEST,13119749,13,1
Thu 2020-05-07 02:03:42.750 CEST,13132079,13,1
Thu 2020-05-07 02:03:43.0 CEST,13142996,13,1
Thu 2020-05-07 02:03:43.250 CEST,13155366,13,1
Thu 2020-05-07 02:03:43.500 CEST,13166408,13,1
Thu 2020-05-07 02:03:43.750 CEST,13178784,13,1
Thu 2020-05-07 02:03:44.0 CEST,13191115,13,1
Thu 2020-05-07 02:03:44.250 CEST,13203236,13,1
Thu 2020-05-07 02:03:44.500 CEST,13214023,13,1
Thu 2020-05-07 02:03:44.750 CEST,13225856,13,1
Thu 2020-05-07 02:03:45.0 CEST,13238054,13,1
Thu 2020-05-07 02:03:45.250 CEST,13249600,13,1
Thu 2020-05-07 02:03:45.500 CEST,13261326,13,1
Thu 2020-05-07 02:03:45.750 CEST,13273432,13,1
Thu 2020-05-07 02:03:46.0 CEST,13285836,13,1
Thu 2020-05-07 02:03:46.250 CEST,13296721,13,1
Thu 2020-05-07 02:03:46.500 CEST,13309638,13,1
Thu 2020-05-07 02:03:46.750 CEST,13321706,13,1
Thu 2020-05-07 02:03:47.0 CEST,13334285,13,1
Thu 2020-05-07 02:03:47.250 CEST,13345319,13,1
Thu 2020-05-07 02:03:47.500 CEST,13357295,13,1
Thu 2020-05-07 02:03:47.750 CEST,13368154,13,1
Thu 2020-05-07 02:03:48.0 CEST,13380520,13,1
Thu 2020-05-07 02:03:48.250 CEST,13392497,13,1
Thu 2020-05-07 02:03:48.500 CEST,13404836,13,1
Thu 2020-05-07 02:03:48.750 CEST,13417114,13,1
Thu 2020-05-07 02:03:49.0 CEST,13428355,13,1
Thu 2020-05-07 02:03:49.250 CEST,13440741,13,1
Thu 2020-05-07 02:03:49.500 CEST,13453069,13,1
Thu 2020-05-07 02:03:49.750 CEST,13465652,13,1
Thu 2020-05-07 02:03:50.0 CEST,13478439,13,1
Thu 2020-05-07 02:03:50.250 CEST,13490997,13,1
Thu 2020-05-07 02:03:50.500 CEST,13503241,13,1
Thu 2020-05-07 02:03:50.750 CEST,13516219,13,1
Thu 2020-05-07 02:03:51.0 CEST,13527999,13,1
Thu 2020-05-07 02:03:51.250 CEST,13540516,13,1
Thu 2020-05-07 02:03:51.500 CEST,13552679,13,1
Thu 2020-05-07 02:03:51.750 CEST,13564015,13,1
Thu 2020-05-07 02:03:52.0 CEST,13575856,13,1
Thu 2020-05-07 02:03:52.250 CEST,13588389,13,1
Thu 2020-05-07 02:03:52.500 CEST,13601117,13,1
Thu 2020-05-07 02:03:52.750 CEST,13614694,13,1
Thu 2020-05-07 02:03:53.0 CEST,13627854,13,1
Thu 2020-05-07 02:03:53.250 CEST,13641367,13,1
Thu 2020-05-07 02:03:53.500 CEST,13654123,13,1
Thu 2020-05-07 02:03:53.750 CEST,13666738,13,1
Thu 2020-05-07 02:03:54.0 CEST,13680130,13,1
Thu 2020-05-07 02:03:54.250 CEST,13692376,13,1
Thu 2020-05-07 02:03:54.500 CEST,13706009,13,1
Thu 2020-05-07 02:03:54.750 CEST,13718944,13,1
Thu 2020-05-07 02:03:55.0 CEST,13731567,13,1
Thu 2020-05-07 02:03:55.250 CEST,13743660,13,1
Thu 2020-05-07 02:03:55.500 CEST,13756754,13,1
Thu 2020-05-07 02:03:55.750 CEST,13770584,13,1
Thu 2020-05-07 02:03:56.0 CEST,13783474,13,1
Thu 2020-05-07 02:03:56.250 CEST,13795303,13,1
Thu 2020-05-07 02:03:56.500 CEST,13807786,13,1
Thu 2020-05-07 02:03:56.750 CEST,13821108,13,1
Thu 2020-05-07 02:03:57.0 CEST,13834491,13,1
Thu 2020-05-07 02:03:57.250 CEST,13848012,13,1
Thu 2020-05-07 02:03:57.500 CEST,13860639,13,1
Thu 2020-05-07 02:03:57.750 CEST,13873074,13,1
Thu 2020-05-07 02:03:58.0 CEST,13885832,13,1
Thu 2020-05-07 02:03:58.250 CEST,13899326,13,1
Thu 2020-05-07 02:03:58.500 CEST,13913340,13,1
Thu 2020-05-07 02:03:58.750 CEST,13926893,13,1
Thu 2020-05-07 02:03:59.0 CEST,13939496,13,1
Thu 2020-05-07 02:03:59.250 CEST,13952243,13,1
Thu 2020-05-07 02:03:59.500 CEST,13965643,13,1
Thu 2020-05-07 02:03:59.750 CEST,13978576,13,1
Thu 2020-05-07 02:04:00.0 CEST,13992759,13,1
Thu 2020-05-07 02:04:00.250 CEST,14004932,13,1
Thu 2020-05-07 02:04:00.500 CEST,14017902,13,1
Thu 2020-05-07 02:04:00.750 CEST,14031245,13,1
Thu 2020-05-07 02:04:01.0 CEST,14043345,13,1
Thu 2020-05-07 02:04:01.250 CEST,14057428,13,1
Thu 2020-05-07 02:04:01.500 CEST,14071720,13,1
Thu 2020-05-07 02:04:01.750 CEST,14085960,13,1
Thu 2020-05-07 02:04:02.0 CEST,14098177,13,1
Thu 2020-05-07 02:04:02.250 CEST,14111968,13,1
Thu 2020-05-07 02:04:02.500 CEST,14125423,13,1
Thu 2020-05-07 02:04:02.750 CEST,14138922,13,1
Thu 2020-05-07 02:04:03.0 CEST,14153442,13,1
Thu 2020-05-07 02:04:03.250 CEST,14165767,13,1
Thu 2020-05-07 02:04:03.500 CEST,14178850,13,1
Thu 2020-05-07 02:04:03.750 CEST,14191992,13,1
Thu 2020-05-07 02:04:04.0 CEST,14204692,13,1
Thu 2020-05-07 02:04:04.250 CEST,14218783,13,1
Thu 2020-05-07 02:04:04.500 CEST,14231347,13,1
Thu 2020-05-07 02:04:04.750 CEST,14245473,13,1
Thu 2020-05-07 02:04:05.0 CEST,14258703,13,1
Thu 2020-05-07 02:04:05.250 CEST,14271891,13,1
Thu 2020-05-07 02:04:05.500 CEST,14286427,13,1
Thu 2020-05-07 02:04:05.750 CEST,14300368,13,1
Thu 2020-05-07 02:04:06.0 CEST,14313015,13,1
Thu 2020-05-07 02:04:06.250 CEST,14327507,13,1
Thu 2020-05-07 02:04:06.500 CEST,14340920,13,1
Thu 2020-05-07 02:04:06.750 CEST,14354469,13,1
Thu 2020-05-07 02:04:07.0 CEST,14367582,13,1
Thu 2020-05-07 02:04:07.250 CEST,14382211,13,1
Thu 2020-05-07 02:04:07.500 CEST,14396486,13,1
Thu 2020-05-07 02:04:07.750 CEST,14409587,13,1
Thu 2020-05-07 02:04:08.0 CEST,14424573,13,1
Thu 2020-05-07 02:04:08.250 CEST,14437577,13,1
Thu 2020-05-07 02:04:08.500 CEST,14451724,13,1
Thu 2020-05-07 02:04:08.750 CEST,14466488,13,1
Thu 2020-05-07 02:04:09.0 CEST,14481232,13,1
Thu 2020-05-07 02:04:09.250 CEST,14494903,13,1
Thu 2020-05-07 02:04:09.500 CEST,14509552,13,1
Thu 2020-05-07 02:04:09.750 CEST,14524536,13,1
Thu 2020-05-07 02:04:10.0 CEST,14537597,13,1
Thu 2020-05-07 02:04:10.250 CEST,14550841,13,1
Thu 2020-05-07 02:04:10.500 CEST,14564441,13,1
Thu 2020-05-07 02:04:10.750 CEST,14579517,13,1
Thu 2020-05-07 02:04:11.0 CEST,14592994,13,1
Thu 2020-05-07 02:04:11.250 CEST,14607127,13,1
Thu 2020-05-07 02:04:11.500 CEST,14620807,13,1
Thu 2020-05-07 02:04:11.750 CEST,14634388,13,1
Thu 2020-05-07 02:04:12.0 CEST,14648026,13,1
Thu 2020-05-07 02:04:12.250 CEST,14662062,13,1
Thu 2020-05-07 02:04:12.500 CEST,14675137,13,1
Thu 2020-05-07 02:04:12.750 CEST,14689316,13,1
Thu 2020-05-07 02:04:13.0 CEST,14704265,13,1
Thu 2020-05-07 02:04:13.250 CEST,14719576,13,1
Thu 2020-05-07 02:04:13.500 CEST,14732972,13,1
Thu 2020-05-07 02:04:13.750 CEST,14747786,13,1
Thu 2020-05-07 02:04:14.0 CEST,14762819,13,1
Thu 2020-05-07 02:04:14.250 CEST,14776799,13,1
Thu 2020-05-07 02:04:14.500 CEST,14792309,13,1
Thu 2020-05-07 02:04:14.750 CEST,14805614,13,1
Thu 2020-05-07 02:04:15.0 CEST,14819359,13,1
Thu 2020-05-07 02:04:15.250 CEST,14834257,13,1
Thu 2020-05-07 02:04:15.500 CEST,14847717,13,1
Thu 2020-05-07 02:04:15.750 CEST,14861077,13,1
Thu 2020-05-07 02:04:16.0 CEST,14876422,13,1
Thu 2020-05-07 02:04:16.250 CEST,14891012,13,1
Thu 2020-05-07 02:04:16.500 CEST,14906532,13,1
Thu 2020-05-07 02:04:16.750 CEST,14921157,13,1
Thu 2020-05-07 02:04:17.0 CEST,14936768,13,1
Thu 2020-05-07 02:04:17.250 CEST,14951426,13,1
Thu 2020-05-07 02:04:17.500 CEST,14965500,13,1
Thu 2020-05-07 02:04:17.750 CEST,14981014,13,1
Thu 2020-05-07 02:04:18.0 CEST,14996171,13,1
Thu 2020-05-07 02:04:18.250 CEST,15010640,13,1
Thu 2020-05-07 02:04:18.500 CEST,15026037,13,1
Thu 2020-05-07 02:04:18.750 CEST,15041419,13,1
Thu 2020-05-07 02:04:19.0 CEST,15057181,13,1
Thu 2020-05-07 02:04:19.250 CEST,15070995,13,1
Thu 2020-05-07 02:04:19.500 CEST,15086634,13,1
Thu 2020-05-07 02:04:19.750 CEST,15102687,13,1
Thu 2020-05-07 02:04:20.0 CEST,15117166,13,1
Thu 2020-05-07 02:04:20.250 CEST,15132485,13,1
Thu 2020-05-07 02:04:20.500 CEST,15147335,13,1
Thu 2020-05-07 02:04:20.750 CEST,15163320,13,1
Thu 2020-05-07 02:04:21.0 CEST,15178084,13,1
Thu 2020-05-07 02:04:21.250 CEST,15193275,13,1
Thu 2020-05-07 02:04:21.500 CEST,15208596,13,1
Thu 2020-05-07 02:04:21.750 CEST,15224855,13,1
Thu 2020-05-07 02:04:22.0 CEST,15240901,13,1
Thu 2020-05-07 02:04:22.250 CEST,15256181,13,1
Thu 2020-05-07 02:04:22.500 CEST,15272570,13,1
Thu 2020-05-07 02:04:22.750 CEST,15288727,13,1
Thu 2020-05-07 02:04:23.0 CEST,15303282,13,1
Thu 2020-05-07 02:04:23.250 CEST,15319449,13,1
Thu 2020-05-07 02:04:23.500 CEST,15335697,13,1
Thu 2020-05-07 02:04:23.750 CEST,15351868,13,1
Thu 2020-05-07 02:04:24.0 CEST,15366472,13,1
Thu 2020-05-07 02:04:24.250 CEST,15382498,13,1
Thu 2020-05-07 02:04:24.500 CEST,15397090,13,1
Thu 2020-05-07 02:04:24.750 CEST,15411513,13,1
Thu 2020-05-07 02:04:25.0 CEST,15426382,13,1
Thu 2020-05-07 02:04:25.250 CEST,15441610,13,1
Thu 2020-05-07 02:04:25.500 CEST,15457649,13,1
Thu 2020-05-07 02:04:25.750 CEST,15473752,13,1
Thu 2020-05-07 02:04:26.0 CEST,15489503,13,1
Thu 2020-05-07 02:04:26.250 CEST,15505003,13,1
Thu 2020-05-07 02:04:26.500 CEST,15520092,13,1
Thu 2020-05-07 02:04:26.750 CEST,15535620,13,1
Thu 2020-05-07 02:04:27.0 CEST,15550889,13,1
Thu 2020-05-07 02:04:27.250 CEST,15565583,13,1
Thu 2020-05-07 02:04:27.500 CEST,15581107,13,1
Thu 2020-05-07 02:04:27.750 CEST,15597174,13,1
Thu 2020-05-07 02:04:28.0 CEST,15613482,13,1
Thu 2020-05-07 02:04:28.250 CEST,15629689,13,1
Thu 2020-05-07 02:04:28.500 CEST,15645149,13,1
Thu 2020-05-07 02:04:28.750 CEST,15660040,13,1
Thu 2020-05-07 02:04:29.0 CEST,15675233,13,1
Thu 2020-05-07 02:04:29.250 CEST,15691750,13,1
Thu 2020-05-07 02:04:29.500 CEST,15706646,13,1
Thu 2020-05-07 02:04:29.750 CEST,15723572,13,1
Thu 2020-05-07 02:04:30.0 CEST,15739066,13,1
Thu 2020-05-07 02:04:30.250 CEST,15755988,13,1
Thu 2020-05-07 02:04:30.500 CEST,15772720,13,1
Thu 2020-05-07 02:04:30.750 CEST,15788357,13,1
Thu 2020-05-07 02:04:31.0 CEST,15804609,13,1
Thu 2020-05-07 02:04:31.250 CEST,15821163,13,1
Thu 2020-05-07 02:04:31.500 CEST,15836084,13,1
Thu 2020-05-07 02:04:31.750 CEST,15852430,13,1
Thu 2020-05-07 02:04:32.0 CEST,15868509,13,1
Thu 2020-05-07 02:04:32.250 CEST,15883899,13,1
Thu 2020-05-07 02:04:32.500 CEST,15900083,13,1
Thu 2020-05-07 02:04:32.750 CEST,15916421,13,1
Thu 2020-05-07 02:04:33.0 CEST,15932405,13,1
Thu 2020-05-07 02:04:33.250 CEST,15948003,13,1
Thu 2020-05-07 02:04:33.500 CEST,15963796,13,1
Thu 2020-05-07 02:04:33.750 CEST,15981257,13,1
Thu 2020-05-07 02:04:34.0 CEST,15998058,13,1
Thu 2020-05-07 02:04:34.250 CEST,16014181,13,1
Thu 2020-05-07 02:04:34.500 CEST,16030422,13,1
Thu 2020-05-07 02:04:34.750 CEST,16047683,13,1
Thu 2020-05-07 02:04:35.0 CEST,16064101,13,1
Thu 2020-05-07 02:04:35.250 CEST,16081007,13,1
Thu 2020-05-07 02:04:35.500 CEST,16097050,13,1
Thu 2020-05-07 02:04:35.750 CEST,16112466,13,1
Thu 2020-05-07 02:04:36.0 CEST,16128680,13,1
Thu 2020-05-07 02:04:36.250 CEST,16145661,13,1
Thu 2020-05-07 02:04:36.500 CEST,16163386,13,1
Thu 2020-05-07 02:04:36.750 CEST,16179785,13,1
Thu 2020-05-07 02:04:37.0 CEST,16196283,13,1
Thu 2020-05-07 02:04:37.250 CEST,16213844,13,1
Thu 2020-05-07 02:04:37.500 CEST,16230120,13,1
Thu 2020-05-07 02:04:37.750 CEST,16247003,13,1
Thu 2020-05-07 02:04:38.0 CEST,16263951,13,1
Thu 2020-05-07 02:04:38.250 CEST,16281799,13,1
Thu 2020-05-07 02:04:38.500 CEST,16299571,13,1
Thu 2020-05-07 02:04:38.750 CEST,16315597,13,1
Thu 2020-05-07 02:04:39.0 CEST,16332798,13,1
Thu 2020-05-07 02:04:39.250 CEST,16350666,13,1
Thu 2020-05-07 02:04:39.500 CEST,16368187,13,1
Thu 2020-05-07 02:04:39.750 CEST,16386155,13,1
Thu 2020-05-07 02:04:40.0 CEST,16404076,13,1
Thu 2020-05-07 02:04:40.250 CEST,16420454,13,1
Thu 2020-05-07 02:04:40.500 CEST,16437408,13,1
Thu 2020-05-07 02:04:40.750 CEST,16453935,13,1
Thu 2020-05-07 02:04:41.0 CEST,16470472,13,1
Thu 2020-05-07 02:04:41.250 CEST,16487754,13,1
Thu 2020-05-07 02:04:41.500 CEST,16504287,13,1
Thu 2020-05-07 02:04:41.750 CEST,16522110,13,1
Thu 2020-05-07 02:04:42.0 CEST,16540410,13,1
Thu 2020-05-07 02:04:42.250 CEST,16557618,13,1
Thu 2020-05-07 02:04:42.500 CEST,16575145,13,1
Thu 2020-05-07 02:04:42.750 CEST,16591844,13,1
Thu 2020-05-07 02:04:43.0 CEST,16610315,13,1
Thu 2020-05-07 02:04:43.250 CEST,16628652,13,1
Thu 2020-05-07 02:04:43.500 CEST,16645510,13,1
Thu 2020-05-07 02:04:43.750 CEST,16662510,13,1
Thu 2020-05-07 02:04:44.0 CEST,16680117,13,1
Thu 2020-05-07 02:04:44.250 CEST,16696528,13,1
Thu 2020-05-07 02:04:44.500 CEST,16714566,13,1
Thu 2020-05-07 02:04:44.750 CEST,16732849,13,1
Thu 2020-05-07 02:04:45.0 CEST,16751409,13,1
Thu 2020-05-07 02:04:45.250 CEST,16769848,13,1
Thu 2020-05-07 02:04:45.500 CEST,16787149,13,1
Thu 2020-05-07 02:04:45.750 CEST,16804765,13,1
Thu 2020-05-07 02:04:46.0 CEST,16823135,13,1
Thu 2020-05-07 02:04:46.250 CEST,16839828,13,1
Thu 2020-05-07 02:04:46.500 CEST,16857466,13,1
Thu 2020-05-07 02:04:46.750 CEST,16874606,13,1
Thu 2020-05-07 02:04:47.0 CEST,16891147,13,1
Thu 2020-05-07 02:04:47.250 CEST,16907824,13,1
Thu 2020-05-07 02:04:47.500 CEST,16924858,13,1
Thu 2020-05-07 02:04:47.750 CEST,16943186,13,1
Thu 2020-05-07 02:04:48.0 CEST,16960081,13,1
Thu 2020-05-07 02:04:48.250 CEST,16977883,13,1
Thu 2020-05-07 02:04:48.500 CEST,16994561,13,1
Thu 2020-05-07 02:04:48.750 CEST,17012191,13,1
Thu 2020-05-07 02:04:49.0 CEST,17031012,13,1
Thu 2020-05-07 02:04:49.250 CEST,17047935,13,1
Thu 2020-05-07 02:04:49.500 CEST,17065107,13,1
Thu 2020-05-07 02:04:49.750 CEST,17083920,13,1
Thu 2020-05-07 02:04:50.0 CEST,17101682,13,1
Thu 2020-05-07 02:04:50.250 CEST,17120423,13,1
Thu 2020-05-07 02:04:50.500 CEST,17139516,13,1
