Time Stamp, Pressure [Pa], SystemState, Alarm State 
Thu 2020-05-07 02:01:05.750 CEST,9284519,13,0
Thu 2020-05-07 02:01:06.0 CEST,9285778,13,0
Thu 2020-05-07 02:01:06.250 CEST,9287626,13,0
Thu 2020-05-07 02:01:06.500 CEST,9289425,13,0
Thu 2020-05-07 02:01:06.750 CEST,9291440,13,0
Thu 2020-05-07 02:01:07.0 CEST,9293668,13,0
Thu 2020-05-07 02:01:07.250 CEST,9296058,13,0
Thu 2020-05-07 02:01:07.500 CEST,9299052,13,0
Thu 2020-05-07 02:01:07.750 CEST,9301442,13,0
Thu 2020-05-07 02:01:08.0 CEST,9304425,13,0
Thu 2020-05-07 02:01:08.250 CEST,9306160,13,0
Thu 2020-05-07 02:01:08.500 CEST,9309363,13,0
Thu 2020-05-07 02:01:08.750 CEST,9312419,13,0
Thu 2020-05-07 02:01:09.0 CEST,9313558,13,0
Thu 2020-05-07 02:01:09.250 CEST,9314783,13,0
Thu 2020-05-07 02:01:09.500 CEST,9317029,13,0
Thu 2020-05-07 02:01:09.750 CEST,9318815,13,0
Thu 2020-05-07 02:01:10.0 CEST,9321567,13,0
Thu 2020-05-07 02:01:10.250 CEST,9324495,13,0
Thu 2020-05-07 02:01:10.500 CEST,9326813,13,0
Thu 2020-05-07 02:01:10.750 CEST,9328527,13,0
Thu 2020-05-07 02:01:11.0 CEST,9329972,13,0
Thu 2020-05-07 02:01:11.250 CEST,9331695,13,0
Thu 2020-05-07 02:01:11.500 CEST,9334051,13,0
Thu 2020-05-07 02:01:11.750 CEST,9336245,13,0
Thu 2020-05-07 02:01:12.0 CEST,9338168,13,0
Thu 2020-05-07 02:01:12.250 CEST,9339597,13,0
Thu 2020-05-07 02:01:12.500 CEST,9342933,13,0
Thu 2020-05-07 02:01:12.750 CEST,9344909,13,0
Thu 2020-05-07 02:01:13.0 CEST,9347859,13,0
Thu 2020-05-07 02:01:13.250 CEST,9349390,13,0
Thu 2020-05-07 02:01:13.500 CEST,9352792,13,0
Thu 2020-05-07 02:01:13.750 CEST,9355795,13,0
Thu 2020-05-07 02:01:14.0 CEST,9357960,13,0
Thu 2020-05-07 02:01:14.250 CEST,9359537,13,0
Thu 2020-05-07 02:01:14.500 CEST,9361358,13,0
Thu 2020-05-07 02:01:14.750 CEST,9362545,13,0
Thu 2020-05-07 02:01:15.0 CEST,9365697,13,0
Thu 2020-05-07 02:01:15.250 CEST,9367289,13,0
Thu 2020-05-07 02:01:15.500 CEST,9370035,13,0
Thu 2020-05-07 02:01:15.750 CEST,9372492,13,0
Thu 2020-05-07 02:01:16.0 CEST,9374533,13,0
Thu 2020-05-07 02:01:16.250 CEST,9376786,13,0
Thu 2020-05-07 02:01:16.500 CEST,9378595,13,0
Thu 2020-05-07 02:01:16.750 CEST,9380463,13,0
Thu 2020-05-07 02:01:17.0 CEST,9383054,13,0
Thu 2020-05-07 02:01:17.250 CEST,9386213,13,0
Thu 2020-05-07 02:01:17.500 CEST,9388527,13,0
Thu 2020-05-07 02:01:17.750 CEST,9390120,13,0
Thu 2020-05-07 02:01:18.0 CEST,9392885,13,0
Thu 2020-05-07 02:01:18.250 CEST,9394184,13,0
Thu 2020-05-07 02:01:18.500 CEST,9396114,13,0
Thu 2020-05-07 02:01:18.750 CEST,9399374,13,0
Thu 2020-05-07 02:01:19.0 CEST,9401436,13,0
Thu 2020-05-07 02:01:19.250 CEST,9404753,13,0
Thu 2020-05-07 02:01:19.500 CEST,9406391,13,0
Thu 2020-05-07 02:01:19.750 CEST,9408953,13,0
Thu 2020-05-07 02:01:20.0 CEST,9412266,13,0
Thu 2020-05-07 02:01:20.250 CEST,9415798,13,0
Thu 2020-05-07 02:01:20.500 CEST,9419320,13,0
Thu 2020-05-07 02:01:20.750 CEST,9422157,13,0
Thu 2020-05-07 02:01:21.0 CEST,9423784,13,0
Thu 2020-05-07 02:01:21.250 CEST,9426826,13,0
Thu 2020-05-07 02:01:21.500 CEST,9429211,13,0
Thu 2020-05-07 02:01:21.750 CEST,9431940,13,0
Thu 2020-05-07 02:01:22.0 CEST,9435486,13,0
Thu 2020-05-07 02:01:22.250 CEST,9438611,13,0
Thu 2020-05-07 02:01:22.500 CEST,9440998,13,0
Thu 2020-05-07 02:01:22.750 CEST,9444193,13,0
Thu 2020-05-07 02:01:23.0 CEST,9447363,13,0
Thu 2020-05-07 02:01:23.250 CEST,9448974,13,0
Thu 2020-05-07 02:01:23.500 CEST,9450659,13,0
Thu 2020-05-07 02:01:23.750 CEST,9452329,13,0
Thu 2020-05-07 02:01:24.0 CEST,9455043,13,0
Thu 2020-05-07 02:01:24.250 CEST,9457378,13,0
Thu 2020-05-07 02:01:24.500 CEST,9459311,13,0
Thu 2020-05-07 02:01:24.750 CEST,9463001,13,0
Thu 2020-05-07 02:01:25.0 CEST,9464906,13,0
Thu 2020-05-07 02:01:25.250 CEST,9467954,13,0
Thu 2020-05-07 02:01:25.500 CEST,9469628,13,0
Thu 2020-05-07 02:01:25.750 CEST,9472643,13,0
Thu 2020-05-07 02:01:26.0 CEST,9475326,13,0
Thu 2020-05-07 02:01:26.250 CEST,9477691,13,0
Thu 2020-05-07 02:01:26.500 CEST,9480317,13,0
Thu 2020-05-07 02:01:26.750 CEST,9483368,13,0
Thu 2020-05-07 02:01:27.0 CEST,9487346,13,0
Thu 2020-05-07 02:01:27.250 CEST,9489896,13,0
Thu 2020-05-07 02:01:27.500 CEST,9491819,13,0
Thu 2020-05-07 02:01:27.750 CEST,9495412,13,0
Thu 2020-05-07 02:01:28.0 CEST,9497785,13,0
Thu 2020-05-07 02:01:28.250 CEST,9501477,13,0
Thu 2020-05-07 02:01:28.500 CEST,9504178,13,0
Thu 2020-05-07 02:01:28.750 CEST,9506404,13,0
Thu 2020-05-07 02:01:29.0 CEST,9509390,13,0
Thu 2020-05-07 02:01:29.250 CEST,9513119,13,0
Thu 2020-05-07 02:01:29.500 CEST,9516705,13,0
Thu 2020-05-07 02:01:29.750 CEST,9519458,13,0
Thu 2020-05-07 02:01:30.0 CEST,9522522,13,0
Thu 2020-05-07 02:01:30.250 CEST,9524697,13,0
Thu 2020-05-07 02:01:30.500 CEST,9528801,13,0
Thu 2020-05-07 02:01:30.750 CEST,9530779,13,0
Thu 2020-05-07 02:01:31.0 CEST,9532700,13,0
Thu 2020-05-07 02:01:31.250 CEST,9534650,13,0
Thu 2020-05-07 02:01:31.500 CEST,9536849,13,0
Thu 2020-05-07 02:01:31.750 CEST,9539589,13,0
Thu 2020-05-07 02:01:32.0 CEST,9542403,13,0
Thu 2020-05-07 02:01:32.250 CEST,9544618,13,0
Thu 2020-05-07 02:01:32.500 CEST,9547156,13,0
Thu 2020-05-07 02:01:32.750 CEST,9549937,13,0
Thu 2020-05-07 02:01:33.0 CEST,9553252,13,0
Thu 2020-05-07 02:01:33.250 CEST,9555506,13,0
Thu 2020-05-07 02:01:33.500 CEST,9559769,13,0
Thu 2020-05-07 02:01:33.750 CEST,9563787,13,0
Thu 2020-05-07 02:01:34.0 CEST,9566416,13,0
Thu 2020-05-07 02:01:34.250 CEST,9568904,13,0
Thu 2020-05-07 02:01:34.500 CEST,9571997,13,0
Thu 2020-05-07 02:01:34.750 CEST,9574619,13,0
Thu 2020-05-07 02:01:35.0 CEST,9577625,13,0
Thu 2020-05-07 02:01:35.250 CEST,9581035,13,0
Thu 2020-05-07 02:01:35.500 CEST,9585197,13,0
Thu 2020-05-07 02:01:35.750 CEST,9588948,13,0
Thu 2020-05-07 02:01:36.0 CEST,9592011,13,0
Thu 2020-05-07 02:01:36.250 CEST,9594824,13,0
Thu 2020-05-07 02:01:36.500 CEST,9599142,13,0
Thu 2020-05-07 02:01:36.750 CEST,9603521,13,0
Thu 2020-05-07 02:01:37.0 CEST,9607945,13,0
Thu 2020-05-07 02:01:37.250 CEST,9611320,13,0
Thu 2020-05-07 02:01:37.500 CEST,9613912,13,0
Thu 2020-05-07 02:01:37.750 CEST,9616850,13,0
Thu 2020-05-07 02:01:38.0 CEST,9620240,13,0
Thu 2020-05-07 02:01:38.250 CEST,9622800,13,0
Thu 2020-05-07 02:01:38.500 CEST,9625970,13,0
Thu 2020-05-07 02:01:38.750 CEST,9629088,13,0
Thu 2020-05-07 02:01:39.0 CEST,9631830,13,0
Thu 2020-05-07 02:01:39.250 CEST,9634984,13,0
Thu 2020-05-07 02:01:39.500 CEST,9639052,13,0
Thu 2020-05-07 02:01:39.750 CEST,9642371,13,0
Thu 2020-05-07 02:01:40.0 CEST,9645927,13,0
Thu 2020-05-07 02:01:40.250 CEST,9650274,13,0
Thu 2020-05-07 02:01:40.500 CEST,9654541,13,0
Thu 2020-05-07 02:01:40.750 CEST,9659131,13,0
Thu 2020-05-07 02:01:41.0 CEST,9661475,13,0
Thu 2020-05-07 02:01:41.250 CEST,9665301,13,0
Thu 2020-05-07 02:01:41.500 CEST,9669631,13,0
Thu 2020-05-07 02:01:41.750 CEST,9672281,13,0
Thu 2020-05-07 02:01:42.0 CEST,9676695,13,0
Thu 2020-05-07 02:01:42.250 CEST,9679806,13,0
Thu 2020-05-07 02:01:42.500 CEST,9683155,13,0
Thu 2020-05-07 02:01:42.750 CEST,9685805,13,0
Thu 2020-05-07 02:01:43.0 CEST,9689946,13,0
Thu 2020-05-07 02:01:43.250 CEST,9693100,13,0
Thu 2020-05-07 02:01:43.500 CEST,9697534,13,0
Thu 2020-05-07 02:01:43.750 CEST,9699923,13,0
Thu 2020-05-07 02:01:44.0 CEST,9703464,13,0
Thu 2020-05-07 02:01:44.250 CEST,9707378,13,0
Thu 2020-05-07 02:01:44.500 CEST,9711697,13,0
Thu 2020-05-07 02:01:44.750 CEST,9715237,13,0
Thu 2020-05-07 02:01:45.0 CEST,9720056,13,0
Thu 2020-05-07 02:01:45.250 CEST,9722520,13,0
Thu 2020-05-07 02:01:45.500 CEST,9726504,13,0
Thu 2020-05-07 02:01:45.750 CEST,9730242,13,0
Thu 2020-05-07 02:01:46.0 CEST,9733185,13,0
Thu 2020-05-07 02:01:46.250 CEST,9735846,13,0
Thu 2020-05-07 02:01:46.500 CEST,9740162,13,0
Thu 2020-05-07 02:01:46.750 CEST,9743732,13,0
Thu 2020-05-07 02:01:47.0 CEST,9746984,13,0
Thu 2020-05-07 02:01:47.250 CEST,9750393,13,0
Thu 2020-05-07 02:01:47.500 CEST,9755131,13,0
Thu 2020-05-07 02:01:47.750 CEST,9759342,13,0
Thu 2020-05-07 02:01:48.0 CEST,9762525,13,0
Thu 2020-05-07 02:01:48.250 CEST,9766508,13,0
Thu 2020-05-07 02:01:48.500 CEST,9770712,13,0
Thu 2020-05-07 02:01:48.750 CEST,9773595,13,0
Thu 2020-05-07 02:01:49.0 CEST,9776784,13,0
Thu 2020-05-07 02:01:49.250 CEST,9780251,13,0
Thu 2020-05-07 02:01:49.500 CEST,9783540,13,0
Thu 2020-05-07 02:01:49.750 CEST,9788452,13,0
Thu 2020-05-07 02:01:50.0 CEST,9792763,13,0
Thu 2020-05-07 02:01:50.250 CEST,9796686,13,0
Thu 2020-05-07 02:01:50.500 CEST,9799557,13,0
Thu 2020-05-07 02:01:50.750 CEST,9802869,13,0
Thu 2020-05-07 02:01:51.0 CEST,9807196,13,0
Thu 2020-05-07 02:01:51.250 CEST,9811738,13,0
Thu 2020-05-07 02:01:51.500 CEST,9815101,13,0
Thu 2020-05-07 02:01:51.750 CEST,9818218,13,0
Thu 2020-05-07 02:01:52.0 CEST,9821476,13,0
Thu 2020-05-07 02:01:52.250 CEST,9826348,13,0
Thu 2020-05-07 02:01:52.500 CEST,9830183,13,0
Thu 2020-05-07 02:01:52.750 CEST,9833461,13,0
Thu 2020-05-07 02:01:53.0 CEST,9838387,13,0
Thu 2020-05-07 02:01:53.250 CEST,9841383,13,0
Thu 2020-05-07 02:01:53.500 CEST,9845529,13,0
Thu 2020-05-07 02:01:53.750 CEST,9850516,13,0
Thu 2020-05-07 02:01:54.0 CEST,9855681,13,0
Thu 2020-05-07 02:01:54.250 CEST,9859274,13,0
Thu 2020-05-07 02:01:54.500 CEST,9862511,13,0
Thu 2020-05-07 02:01:54.750 CEST,9866033,13,0
Thu 2020-05-07 02:01:55.0 CEST,9870528,13,0
Thu 2020-05-07 02:01:55.250 CEST,9875550,13,0
Thu 2020-05-07 02:01:55.500 CEST,9880753,13,0
Thu 2020-05-07 02:01:55.750 CEST,9885452,13,0
Thu 2020-05-07 02:01:56.0 CEST,9889501,13,0
Thu 2020-05-07 02:01:56.250 CEST,9893504,13,0
Thu 2020-05-07 02:01:56.500 CEST,9898071,13,0
Thu 2020-05-07 02:01:56.750 CEST,9902281,13,0
Thu 2020-05-07 02:01:57.0 CEST,9907146,13,0
Thu 2020-05-07 02:01:57.250 CEST,9912385,13,0
Thu 2020-05-07 02:01:57.500 CEST,9916041,13,0
Thu 2020-05-07 02:01:57.750 CEST,9920174,13,0
Thu 2020-05-07 02:01:58.0 CEST,9923846,13,0
Thu 2020-05-07 02:01:58.250 CEST,9927270,13,0
Thu 2020-05-07 02:01:58.500 CEST,9931600,13,0
Thu 2020-05-07 02:01:58.750 CEST,9936907,13,0
Thu 2020-05-07 02:01:59.0 CEST,9942170,13,0
Thu 2020-05-07 02:01:59.250 CEST,9946711,13,0
Thu 2020-05-07 02:01:59.500 CEST,9950006,13,0
Thu 2020-05-07 02:01:59.750 CEST,9955350,13,0
Thu 2020-05-07 02:02:00.0 CEST,9959608,13,0
Thu 2020-05-07 02:02:00.250 CEST,9963971,13,0
Thu 2020-05-07 02:02:00.500 CEST,9967413,13,0
Thu 2020-05-07 02:02:00.750 CEST,9970968,13,0
Thu 2020-05-07 02:02:01.0 CEST,9975087,13,0
Thu 2020-05-07 02:02:01.250 CEST,9979422,13,0
Thu 2020-05-07 02:02:01.500 CEST,9982734,13,0
Thu 2020-05-07 02:02:01.750 CEST,9986776,13,0
Thu 2020-05-07 02:02:02.0 CEST,9991412,13,0
Thu 2020-05-07 02:02:02.250 CEST,9997058,13,0
Thu 2020-05-07 02:02:02.500 CEST,10001305,13,1
Thu 2020-05-07 02:02:02.750 CEST,10004706,13,1
Thu 2020-05-07 02:02:03.0 CEST,10010067,13,1
Thu 2020-05-07 02:02:03.250 CEST,10014196,13,1
Thu 2020-05-07 02:02:03.500 CEST,10019364,13,1
Thu 2020-05-07 02:02:03.750 CEST,10023428,13,1
Thu 2020-05-07 02:02:04.0 CEST,10028166,13,1
Thu 2020-05-07 02:02:04.250 CEST,10032529,13,1
Thu 2020-05-07 02:02:04.500 CEST,10037383,13,1
Thu 2020-05-07 02:02:04.750 CEST,10041589,13,1
Thu 2020-05-07 02:02:05.0 CEST,10045344,13,1
Thu 2020-05-07 02:02:05.250 CEST,10050832,13,1
Thu 2020-05-07 02:02:05.500 CEST,10055699,13,1
Thu 2020-05-07 02:02:05.750 CEST,10060077,13,1
Thu 2020-05-07 02:02:06.0 CEST,10065927,13,1
Thu 2020-05-07 02:02:06.250 CEST,10069649,13,1
Thu 2020-05-07 02:02:06.500 CEST,10073846,13,1
Thu 2020-05-07 02:02:06.750 CEST,10079022,13,1
Thu 2020-05-07 02:02:07.0 CEST,10083734,13,1
Thu 2020-05-07 02:02:07.250 CEST,10087662,13,1
Thu 2020-05-07 02:02:07.500 CEST,10092640,13,1
Thu 2020-05-07 02:02:07.750 CEST,10098457,13,1
Thu 2020-05-07 02:02:08.0 CEST,10103146,13,1
Thu 2020-05-07 02:02:08.250 CEST,10107950,13,1
Thu 2020-05-07 02:02:08.500 CEST,10113694,13,1
Thu 2020-05-07 02:02:08.750 CEST,10119297,13,1
Thu 2020-05-07 02:02:09.0 CEST,10125217,13,1
Thu 2020-05-07 02:02:09.250 CEST,10130604,13,1
Thu 2020-05-07 02:02:09.500 CEST,10136566,13,1
Thu 2020-05-07 02:02:09.750 CEST,10141461,13,1
Thu 2020-05-07 02:02:10.0 CEST,10146820,13,1
Thu 2020-05-07 02:02:10.250 CEST,10151341,13,1
Thu 2020-05-07 02:02:10.500 CEST,10156337,13,1
Thu 2020-05-07 02:02:10.750 CEST,10161343,13,1
Thu 2020-05-07 02:02:11.0 CEST,10166230,13,1
Thu 2020-05-07 02:02:11.250 CEST,10170653,13,1
Thu 2020-05-07 02:02:11.500 CEST,10175933,13,1
Thu 2020-05-07 02:02:11.750 CEST,10179790,13,1
Thu 2020-05-07 02:02:12.0 CEST,10184759,13,1
Thu 2020-05-07 02:02:12.250 CEST,10189098,13,1
Thu 2020-05-07 02:02:12.500 CEST,10193316,13,1
Thu 2020-05-07 02:02:12.750 CEST,10198182,13,1
Thu 2020-05-07 02:02:13.0 CEST,10204138,13,1
Thu 2020-05-07 02:02:13.250 CEST,10209775,13,1
Thu 2020-05-07 02:02:13.500 CEST,10215557,13,1
Thu 2020-05-07 02:02:13.750 CEST,10221051,13,1
Thu 2020-05-07 02:02:14.0 CEST,10226484,13,1
Thu 2020-05-07 02:02:14.250 CEST,10232525,13,1
Thu 2020-05-07 02:02:14.500 CEST,10237276,13,1
Thu 2020-05-07 02:02:14.750 CEST,10241489,13,1
Thu 2020-05-07 02:02:15.0 CEST,10247913,13,1
Thu 2020-05-07 02:02:15.250 CEST,10254084,13,1
Thu 2020-05-07 02:02:15.500 CEST,10260107,13,1
Thu 2020-05-07 02:02:15.750 CEST,10265233,13,1
Thu 2020-05-07 02:02:16.0 CEST,10270207,13,1
Thu 2020-05-07 02:02:16.250 CEST,10275958,13,1
Thu 2020-05-07 02:02:16.500 CEST,10280222,13,1
Thu 2020-05-07 02:02:16.750 CEST,10284637,13,1
Thu 2020-05-07 02:02:17.0 CEST,10289282,13,1
Thu 2020-05-07 02:02:17.250 CEST,10295838,13,1
Thu 2020-05-07 02:02:17.500 CEST,10301464,13,1
Thu 2020-05-07 02:02:17.750 CEST,10307770,13,1
Thu 2020-05-07 02:02:18.0 CEST,10312298,13,1
Thu 2020-05-07 02:02:18.250 CEST,10316793,13,1
Thu 2020-05-07 02:02:18.500 CEST,10321964,13,1
Thu 2020-05-07 02:02:18.750 CEST,10327189,13,1
Thu 2020-05-07 02:02:19.0 CEST,10331904,13,1
Thu 2020-05-07 02:02:19.250 CEST,10338138,13,1
Thu 2020-05-07 02:02:19.500 CEST,10342987,13,1
Thu 2020-05-07 02:02:19.750 CEST,10348425,13,1
Thu 2020-05-07 02:02:20.0 CEST,10354738,13,1
Thu 2020-05-07 02:02:20.250 CEST,10359968,13,1
Thu 2020-05-07 02:02:20.500 CEST,10366420,13,1
Thu 2020-05-07 02:02:20.750 CEST,10372421,13,1
Thu 2020-05-07 02:02:21.0 CEST,10377006,13,1
Thu 2020-05-07 02:02:21.250 CEST,10382509,13,1
Thu 2020-05-07 02:02:21.500 CEST,10387693,13,1
Thu 2020-05-07 02:02:21.750 CEST,10393787,13,1
Thu 2020-05-07 02:02:22.0 CEST,10398991,13,1
Thu 2020-05-07 02:02:22.250 CEST,10404538,13,1
Thu 2020-05-07 02:02:22.500 CEST,10410442,13,1
Thu 2020-05-07 02:02:22.750 CEST,10415687,13,1
Thu 2020-05-07 02:02:23.0 CEST,10420572,13,1
Thu 2020-05-07 02:02:23.250 CEST,10426087,13,1
Thu 2020-05-07 02:02:23.500 CEST,10431997,13,1
Thu 2020-05-07 02:02:23.750 CEST,10437380,13,1
Thu 2020-05-07 02:02:24.0 CEST,10444156,13,1
Thu 2020-05-07 02:02:24.250 CEST,10450262,13,1
Thu 2020-05-07 02:02:24.500 CEST,10455978,13,1
Thu 2020-05-07 02:02:24.750 CEST,10460901,13,1
Thu 2020-05-07 02:02:25.0 CEST,10466613,13,1
Thu 2020-05-07 02:02:25.250 CEST,10471427,13,1
Thu 2020-05-07 02:02:25.500 CEST,10476115,13,1
Thu 2020-05-07 02:02:25.750 CEST,10482199,13,1
Thu 2020-05-07 02:02:26.0 CEST,10486902,13,1
Thu 2020-05-07 02:02:26.250 CEST,10492140,13,1
Thu 2020-05-07 02:02:26.500 CEST,10498813,13,1
Thu 2020-05-07 02:02:26.750 CEST,10503582,13,1
Thu 2020-05-07 02:02:27.0 CEST,10510389,13,1
Thu 2020-05-07 02:02:27.250 CEST,10515267,13,1
Thu 2020-05-07 02:02:27.500 CEST,10521215,13,1
Thu 2020-05-07 02:02:27.750 CEST,10527660,13,1
Thu 2020-05-07 02:02:28.0 CEST,10533044,13,1
Thu 2020-05-07 02:02:28.250 CEST,10538739,13,1
Thu 2020-05-07 02:02:28.500 CEST,10544030,13,1
Thu 2020-05-07 02:02:28.750 CEST,10549665,13,1
Thu 2020-05-07 02:02:29.0 CEST,10556515,13,1
Thu 2020-05-07 02:02:29.250 CEST,10562192,13,1
Thu 2020-05-07 02:02:29.500 CEST,10569107,13,1
Thu 2020-05-07 02:02:29.750 CEST,10574367,13,1
Thu 2020-05-07 02:02:30.0 CEST,10581182,13,1
Thu 2020-05-07 02:02:30.250 CEST,10586741,13,1
Thu 2020-05-07 02:02:30.500 CEST,10592373,13,1
Thu 2020-05-07 02:02:30.750 CEST,10599620,13,1
Thu 2020-05-07 02:02:31.0 CEST,10606227,13,1
Thu 2020-05-07 02:02:31.250 CEST,10612850,13,1
Thu 2020-05-07 02:02:31.500 CEST,10618582,13,1
Thu 2020-05-07 02:02:31.750 CEST,10624616,13,1
Thu 2020-05-07 02:02:32.0 CEST,10629980,13,1
Thu 2020-05-07 02:02:32.250 CEST,10636884,13,1
Thu 2020-05-07 02:02:32.500 CEST,10643283,13,1
Thu 2020-05-07 02:02:32.750 CEST,10649786,13,1
Thu 2020-05-07 02:02:33.0 CEST,10656480,13,1
Thu 2020-05-07 02:02:33.250 CEST,10662527,13,1
Thu 2020-05-07 02:02:33.500 CEST,10670060,13,1
Thu 2020-05-07 02:02:33.750 CEST,10676824,13,1
Thu 2020-05-07 02:02:34.0 CEST,10683023,13,1
Thu 2020-05-07 02:02:34.250 CEST,10689727,13,1
Thu 2020-05-07 02:02:34.500 CEST,10696579,13,1
Thu 2020-05-07 02:02:34.750 CEST,10702488,13,1
Thu 2020-05-07 02:02:35.0 CEST,10709359,13,1
Thu 2020-05-07 02:02:35.250 CEST,10716996,13,1
Thu 2020-05-07 02:02:35.500 CEST,10724608,13,1
Thu 2020-05-07 02:02:35.750 CEST,10732105,13,1
Thu 2020-05-07 02:02:36.0 CEST,10738263,13,1
Thu 2020-05-07 02:02:36.250 CEST,10745942,13,1
Thu 2020-05-07 02:02:36.500 CEST,10751433,13,1
Thu 2020-05-07 02:02:36.750 CEST,10759187,13,1
Thu 2020-05-07 02:02:37.0 CEST,10765307,13,1
Thu 2020-05-07 02:02:37.250 CEST,10772427,13,1
Thu 2020-05-07 02:02:37.500 CEST,10780138,13,1
Thu 2020-05-07 02:02:37.750 CEST,10785790,13,1
Thu 2020-05-07 02:02:38.0 CEST,10793573,13,1
Thu 2020-05-07 02:02:38.250 CEST,10799166,13,1
Thu 2020-05-07 02:02:38.500 CEST,10806701,13,1
Thu 2020-05-07 02:02:38.750 CEST,10813310,13,1
Thu 2020-05-07 02:02:39.0 CEST,10820567,13,1
Thu 2020-05-07 02:02:39.250 CEST,10826458,13,1
Thu 2020-05-07 02:02:39.500 CEST,10834109,13,1
Thu 2020-05-07 02:02:39.750 CEST,10841723,13,1
Thu 2020-05-07 02:02:40.0 CEST,10849060,13,1
Thu 2020-05-07 02:02:40.250 CEST,10855670,13,1
Thu 2020-05-07 02:02:40.500 CEST,10861896,13,1
Thu 2020-05-07 02:02:40.750 CEST,10868019,13,1
Thu 2020-05-07 02:02:41.0 CEST,10875590,13,1
Thu 2020-05-07 02:02:41.250 CEST,10881409,13,1
Thu 2020-05-07 02:02:41.500 CEST,10888742,13,1
Thu 2020-05-07 02:02:41.750 CEST,10894542,13,1
Thu 2020-05-07 02:02:42.0 CEST,10901916,13,1
Thu 2020-05-07 02:02:42.250 CEST,10908534,13,1
Thu 2020-05-07 02:02:42.500 CEST,10915060,13,1
Thu 2020-05-07 02:02:42.750 CEST,10921270,13,1
Thu 2020-05-07 02:02:43.0 CEST,10927474,13,1
Thu 2020-05-07 02:02:43.250 CEST,10933546,13,1
Thu 2020-05-07 02:02:43.500 CEST,10939607,13,1
Thu 2020-05-07 02:02:43.750 CEST,10946708,13,1
Thu 2020-05-07 02:02:44.0 CEST,10952781,13,1
Thu 2020-05-07 02:02:44.250 CEST,10961005,13,1
Thu 2020-05-07 02:02:44.500 CEST,10968148,13,1
Thu 2020-05-07 02:02:44.750 CEST,10975014,13,1
Thu 2020-05-07 02:02:45.0 CEST,10982615,13,1
Thu 2020-05-07 02:02:45.250 CEST,10989274,13,1
Thu 2020-05-07 02:02:45.500 CEST,10995982,13,1
Thu 2020-05-07 02:02:45.750 CEST,11003138,13,1
Thu 2020-05-07 02:02:46.0 CEST,11009984,13,1
Thu 2020-05-07 02:02:46.250 CEST,11016403,13,1
Thu 2020-05-07 02:02:46.500 CEST,11024728,13,1
Thu 2020-05-07 02:02:46.750 CEST,11032939,13,1
Thu 2020-05-07 02:02:47.0 CEST,11039340,13,1
Thu 2020-05-07 02:02:47.250 CEST,11047426,13,1
Thu 2020-05-07 02:02:47.500 CEST,11055345,13,1
Thu 2020-05-07 02:02:47.750 CEST,11063125,13,1
Thu 2020-05-07 02:02:48.0 CEST,11069447,13,1
Thu 2020-05-07 02:02:48.250 CEST,11077601,13,1
Thu 2020-05-07 02:02:48.500 CEST,11085934,13,1
Thu 2020-05-07 02:02:48.750 CEST,11093803,13,1
Thu 2020-05-07 02:02:49.0 CEST,11102173,13,1
Thu 2020-05-07 02:02:49.250 CEST,11109818,13,1
Thu 2020-05-07 02:02:49.500 CEST,11117850,13,1
Thu 2020-05-07 02:02:49.750 CEST,11125104,13,1
Thu 2020-05-07 02:02:50.0 CEST,11133261,13,1
Thu 2020-05-07 02:02:50.250 CEST,11139732,13,1
Thu 2020-05-07 02:02:50.500 CEST,11147493,13,1
Thu 2020-05-07 02:02:50.750 CEST,11156134,13,1
Thu 2020-05-07 02:02:51.0 CEST,11162505,13,1
Thu 2020-05-07 02:02:51.250 CEST,11170138,13,1
Thu 2020-05-07 02:02:51.500 CEST,11177273,13,1
Thu 2020-05-07 02:02:51.750 CEST,11183931,13,1
Thu 2020-05-07 02:02:52.0 CEST,11191584,13,1
Thu 2020-05-07 02:02:52.250 CEST,11199606,13,1
Thu 2020-05-07 02:02:52.500 CEST,11206857,13,1
Thu 2020-05-07 02:02:52.750 CEST,11213420,13,1
Thu 2020-05-07 02:02:53.0 CEST,11222232,13,1
Thu 2020-05-07 02:02:53.250 CEST,11230303,13,1
Thu 2020-05-07 02:02:53.500 CEST,11238118,13,1
Thu 2020-05-07 02:02:53.750 CEST,11245017,13,1
Thu 2020-05-07 02:02:54.0 CEST,11253133,13,1
Thu 2020-05-07 02:02:54.250 CEST,11260917,13,1
Thu 2020-05-07 02:02:54.500 CEST,11267654,13,1
Thu 2020-05-07 02:02:54.750 CEST,11276182,13,1
Thu 2020-05-07 02:02:55.0 CEST,11283208,13,1
Thu 2020-05-07 02:02:55.250 CEST,11291405,13,1
Thu 2020-05-07 02:02:55.500 CEST,11298837,13,1
Thu 2020-05-07 02:02:55.750 CEST,11306128,13,1
Thu 2020-05-07 02:02:56.0 CEST,11314004,13,1
Thu 2020-05-07 02:02:56.250 CEST,11320841,13,1
Thu 2020-05-07 02:02:56.500 CEST,11329895,13,1
Thu 2020-05-07 02:02:56.750 CEST,11337180,13,1
Thu 2020-05-07 02:02:57.0 CEST,11345519,13,1
Thu 2020-05-07 02:02:57.250 CEST,11354044,13,1
Thu 2020-05-07 02:02:57.500 CEST,11361970,13,1
Thu 2020-05-07 02:02:57.750 CEST,11369436,13,1
Thu 2020-05-07 02:02:58.0 CEST,11377786,13,1
